JoiningYear,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Irrelevant_Predictor1,Irrelevant_Predictor2,Irrelevant_Predictor3
2018,3,32,Male,No,2,0.7436618305350636,4.423720844386945,a2
2017,3,28,Male,No,3,0.5298816402524983,3.6561952670025373,a2
2018,3,27,Male,No,5,0.3143463180596723,0.2638849606453453,a1
2013,3,30,Male,No,1,0.8871887748686363,0.32833564032564433,a2
2017,2,29,Male,No,3,0.9412532293456374,3.383374644310684,a2
2017,2,33,Female,No,2,0.8655285815424759,2.127208530722331,a2
2013,3,41,Female,No,1,0.9367914736228169,4.102300367593567,a2
2017,2,38,Female,No,0,0.9461006878753083,4.149668777515721,a2
2018,3,26,Male,No,4,0.059165505788049244,3.466138709932784,a2
2015,2,34,Female,No,5,0.563324871789589,2.8557701660859314,a1
2017,2,28,Male,No,4,0.09724304821390573,1.748765545983371,a1
2017,2,35,Female,No,0,0.6716751690966861,4.170156785914706,a1
2016,3,26,Male,No,4,0.11737660637801439,2.94338636184854,a1
2017,3,39,Male,No,3,0.139953008459076,2.8238035194114888,a1
2014,3,27,Female,No,5,0.4872865236788675,3.0922503399978267,a2
2014,2,36,Female,No,2,0.9814374947068808,3.8372550006122657,a2
2013,3,40,Male,No,1,0.3594418787317577,4.711131059425356,a2
2016,3,33,Female,No,1,0.46334204669498413,2.337093801751042,a1
2013,3,23,Male,Yes,1,0.7174667580334081,1.7538360826988248,a2
2015,3,27,Male,No,5,0.3132631424590192,2.731405815719908,a2
2015,3,23,Male,No,1,0.46491135424207974,0.8578399144148957,a2
2013,3,27,Female,Yes,5,0.48980495707343275,3.4608223014758197,a1
2018,3,41,Male,No,2,0.7554742159881462,0.775604579352776,a2
2013,2,25,Female,No,3,0.696403664386057,0.7367136558140164,a1
2015,3,37,Female,No,5,0.12763887459322898,3.526810398245306,a2
2017,3,41,Male,No,5,0.7493878882049071,1.9738798647717255,a2
2014,2,37,Female,No,5,0.9256302881251065,3.222997321971259,a1
2015,2,25,Female,No,3,0.4820874121754555,1.7304871770694252,a2
2013,2,41,Male,No,2,0.8765597121783407,4.199214140466985,a1
2017,2,25,Female,No,3,0.3229108856172481,1.3064284822635575,a2
2012,3,26,Female,No,4,0.8678213839622856,1.7991562197008737,a1
2015,3,40,Female,No,5,0.1572911711952537,1.4266661311193307,a2
2014,3,24,Male,No,2,0.35514079333962334,1.0235803820306426,a2
2018,3,27,Female,No,5,0.5191116302211709,4.6221686005274645,a1
2014,3,27,Male,No,5,0.5040858655612517,2.7783185007885356,a2
2012,3,32,Male,No,3,0.23762744934819835,2.037764346749211,a2
2017,3,28,Male,Yes,3,0.8508357090185261,0.23355528143745197,a1
2015,3,24,Female,No,2,0.07224909050191286,4.154804670453111,a2
2012,2,25,Male,No,3,0.5108813034603832,3.9639221886979916,a2
2012,3,26,Female,No,4,0.7397361177799455,1.2055385974524335,a1
2014,3,35,Female,No,2,0.18555211188005905,0.9856282256000626,a1
2018,3,40,Male,No,3,0.9390582361673091,4.904235471156635,a2
2017,3,29,Male,No,1,0.7249632339507964,1.8780992728853718,a2
2014,3,41,Male,No,4,0.625613480718083,2.070356111441139,a1
2016,3,41,Male,No,2,0.011273300383884965,1.2226323685731144,a1
2012,3,24,Male,No,2,0.5251498769405042,2.0546781507992957,a2
2017,3,25,Female,No,3,0.12397996792215493,3.167020022287778,a2
2014,3,26,Male,No,4,0.5711608098077947,1.9411675305456844,a2
2018,3,29,Female,Yes,2,0.34829401146678785,3.7828238785723016,a2
2013,2,33,Female,Yes,4,0.37432700769048166,1.922000386612085,a2
2018,3,25,Female,No,3,0.32772093818280024,4.2284429721098595,a1
2017,3,29,Female,No,2,0.9881486947622754,3.333333249851886,a1
2017,3,31,Male,No,1,0.30732327939444104,0.5918460587370111,a2
2017,3,27,Male,No,5,0.14414534059002382,1.6671099444867505,a1
2014,1,22,Female,No,0,0.555448418986061,3.82385793855109,a2
2012,2,35,Female,No,1,0.3402422950307249,0.5311125697943564,a1
2014,3,25,Male,No,3,0.8050807404679916,4.605401224641059,a2
2017,2,33,Male,No,2,0.8410943019804125,4.278948657257698,a1
2017,3,28,Male,No,3,0.12403077684735075,1.6761293163854267,a1
2012,3,26,Male,No,4,0.25473851376235135,3.3109032840005845,a1
2018,3,32,Male,Yes,0,0.5237134887054196,3.0440502759313977,a2
2013,2,26,Female,No,4,0.6624388575213079,0.6239847073767796,a1
2015,2,30,Female,Yes,1,0.8598080995567784,0.6472145050286576,a2
2017,3,38,Female,No,2,0.46461968439838,2.7544628962850126,a2
2017,2,25,Male,No,3,0.657711093065451,1.8554119761425487,a2
2016,3,25,Male,No,3,0.3627184466796346,3.459976940436417,a2
2013,3,27,Male,No,5,0.40878098884106806,4.302499395283547,a1
2014,3,26,Male,No,4,0.961186464963092,3.042475589753991,a1
2014,3,31,Male,No,0,0.6814537252447063,2.5777343578416008,a1
2016,3,24,Male,No,2,0.7834410910849474,2.1891657250420975,a1
2014,3,39,Male,No,5,0.35341127161601027,3.207622506500261,a1
2017,3,27,Female,No,5,0.778576199522626,0.2539009408928361,a1
2016,3,24,Male,No,2,0.879209727980569,1.839069184412957,a1
2015,2,39,Female,No,0,0.8199356923151819,2.409592984903614,a1
2017,2,29,Female,No,2,0.5853633527866404,1.541566485381252,a2
2017,2,24,Male,No,2,0.13124577859016162,1.8757904004216845,a2
2018,3,27,Male,No,5,0.011408417367455237,4.699302703988638,a1
2017,3,27,Male,No,5,0.8123609795943915,3.413799795682693,a2
2018,3,25,Male,No,3,0.16044555280390782,0.3168749250432301,a2
2018,3,25,Male,No,3,0.26488474585622757,1.1518888831285161,a2
2016,2,37,Female,No,2,0.9060019313582282,3.0280687074943504,a1
2015,2,26,Female,No,4,0.9060847955145112,1.3889492384871716,a2
2018,3,28,Female,No,5,0.039439326520432805,4.596635340308158,a2
2012,3,37,Female,No,5,0.6774148054475235,3.787762745856096,a1
2015,1,26,Female,No,4,0.6845458325443291,1.794255847822016,a2
2017,1,25,Female,No,3,0.7877208792229958,1.7345666706392904,a2
2013,3,28,Male,No,0,0.7984172517183027,0.14287545776165644,a2
2018,3,33,Female,No,3,0.005775696488249382,1.680358502736175,a2
2018,3,36,Female,Yes,2,0.9846267585408929,3.445168893128909,a2
2016,3,26,Female,No,4,0.12909622088271078,0.262312795244245,a1
2013,1,39,Female,Yes,0,0.7866171430886074,1.128603690856509,a2
2017,3,33,Female,No,1,0.851379833873439,0.5011853450357584,a2
2015,2,24,Female,Yes,2,0.3867732976866325,1.1125629334325604,a2
2014,3,28,Female,No,2,0.004152077521670239,1.4169529089319755,a1
2015,3,26,Female,No,4,0.19268926355440263,2.53474709729813,a1
2015,3,27,Female,No,5,0.6755078428062911,1.0227551089105686,a1
2013,3,26,Male,No,4,0.8108413728035819,1.592206286764255,a2
2012,3,28,Female,No,1,0.9965486945347116,0.5378471221157,a2
2012,1,27,Female,No,5,0.22142642704937054,0.8914297264899151,a2
2015,3,27,Male,No,5,0.7047675881030963,0.17379290140018766,a2
2012,3,28,Female,No,1,0.6688936761441768,2.0100630090159926,a2
2013,3,26,Female,Yes,4,0.18621126176922098,0.8338605202574195,a1
2017,2,29,Female,No,1,0.8781770585414969,4.899577994541676,a1
2017,2,30,Female,No,2,0.12699852448991922,0.04031491628212036,a2
2016,3,26,Male,No,4,0.9808361522757296,0.6034698105226494,a1
2017,2,26,Female,No,4,0.6375169124236123,3.2361802664515915,a1
2015,2,27,Female,No,5,0.2645610768947362,3.889868516310708,a2
2013,3,30,Female,No,3,0.8647430711560538,2.863696835236559,a2
2017,2,36,Male,No,2,0.11194025527302431,2.791728018461501,a2
2016,3,26,Male,No,4,0.46329499658192086,4.3171941334912,a1
2015,3,29,Female,No,1,0.06315127184724045,0.18968284380590617,a2
2015,2,27,Female,No,5,0.06732660497926346,3.5894148034713984,a1
2017,2,23,Male,No,1,0.21473629136746009,1.269627741477295,a1
2017,3,31,Male,No,2,0.6373752462538087,3.0912047195071626,a1
2016,3,28,Female,No,2,0.879494536439724,1.801675834400442,a1
2016,3,26,Male,No,4,0.16395761159855493,1.0500598567123176,a1
2016,2,27,Female,No,5,0.3226928527143198,2.692156581427738,a2
2016,1,34,Male,Yes,2,0.9303682008893132,1.4985441692585033,a1
2017,2,24,Male,Yes,2,0.460341514881908,2.5445735368591347,a2
2018,3,38,Male,No,1,0.7747295521665254,2.9184322537531413,a2
2014,3,37,Male,No,5,0.8200465153221043,0.578490375988378,a1
2017,3,26,Male,No,4,0.41620222234890747,0.7254468450028262,a2
2013,3,30,Male,No,1,0.7261812004227064,4.036050253830682,a2
2017,2,25,Female,No,3,0.7437481977353471,2.1890507416637597,a1
2016,2,25,Male,No,3,0.6187206427658377,1.2713534782337288,a2
2016,3,24,Female,No,2,0.18851593329285965,1.8554811957412727,a2
2012,3,41,Male,No,5,0.17255187176512654,0.46054685422490305,a1
2017,3,40,Male,No,1,0.892163756569098,4.622978250451972,a1
2014,1,26,Female,No,4,0.09031946877815977,1.0165893861233748,a2
2017,3,35,Male,No,5,0.6405948930911279,3.1868639747805565,a2
2017,3,27,Male,No,5,0.9784411017510725,4.692780356248891,a1
2013,3,28,Male,No,5,0.5157338730403149,0.20857641212289668,a1
2015,2,25,Female,No,3,0.20822850770162848,1.6554832586740638,a2
2017,2,27,Male,No,5,0.44801431192450847,2.872758660713216,a2
2017,2,24,Female,No,2,0.645920391614161,2.639219161133643,a2
2015,3,26,Male,No,4,0.4302428420147154,4.390726085375961,a2
2016,3,29,Female,No,1,0.5845533519239844,2.911072371208745,a1
2018,3,29,Male,No,2,0.16787654009313746,1.753313847263125,a1
2012,2,29,Female,No,2,0.022017255797970203,1.4212072642317004,a2
2014,3,26,Male,No,4,0.23542948253512597,4.681980852272665,a1
2018,3,25,Male,Yes,3,0.7160094374911309,2.6452308131301865,a2
2014,3,28,Female,No,0,0.6919729763073379,2.0568771751916115,a1
2016,3,37,Female,No,1,0.18727872978577342,4.432354377573677,a1
2017,2,31,Female,No,2,0.2319118149866778,0.9354269758648964,a2
2013,1,27,Female,No,5,0.5530517425236836,0.16371769171684813,a2
2017,3,34,Male,No,3,0.7200381679444394,1.5134168711036833,a1
2014,2,39,Female,No,5,0.5671462517644001,4.236146118061935,a2
2015,3,28,Male,No,0,0.03459910149096912,0.1272782651456117,a1
2013,3,26,Male,No,4,0.5469582157156114,4.472629143847028,a1
2017,3,26,Male,No,4,0.5386451623553639,4.814540134830632,a1
2017,3,28,Male,No,1,0.6666770378520774,0.287523818145366,a2
2015,3,27,Female,No,5,0.7801016012428492,3.4025614928441907,a1
2014,1,25,Female,No,3,0.02432261873135322,4.575309712442428,a1
2015,3,40,Female,No,1,0.15633612260714636,2.006534019654887,a1
2013,2,27,Female,No,5,0.2655243323660611,4.897531856888913,a1
2015,3,28,Female,No,1,0.0906916233427959,2.5172049554219535,a2
2015,3,27,Female,Yes,5,0.2156656210977076,1.8376581876337434,a1
2015,2,27,Female,No,5,0.5604507640998873,3.1103712888647572,a2
2014,3,31,Male,No,3,0.3034445981530197,3.0636117206724083,a1
2014,1,39,Male,No,2,0.005430798072212251,0.8423386873475969,a1
2017,2,40,Female,No,2,0.12855383978098012,3.3051316570917306,a2
2016,3,24,Male,No,2,0.22750742130413248,3.3235124275776635,a2
2014,2,32,Female,No,0,0.6629030818277438,3.3157373658723683,a2
2015,3,22,Male,No,0,0.005629057395290515,3.351342560521564,a2
2015,3,27,Male,No,5,0.10656088927158269,4.2244457671418285,a2
2013,3,28,Female,No,2,0.092367242839823,3.0388624077262394,a1
2016,2,24,Female,No,2,0.9087488775155641,4.633445432812496,a2
2015,3,29,Male,No,2,0.9970625779039761,2.9590693985756866,a1
2017,3,27,Male,No,5,0.6662894328758117,4.6416463787975895,a2
2013,3,27,Female,No,5,0.44570796204263186,4.069043821721857,a1
2017,3,29,Male,No,4,0.9936549254046355,0.9958368234661547,a1
2012,3,26,Male,No,4,0.46112407474064476,4.491502914258563,a1
2014,3,28,Male,No,2,0.7034968715282589,0.4103584345724465,a2
2013,3,25,Male,No,3,0.5724190530440944,2.1436473015776603,a2
2013,3,32,Female,No,1,0.3553423395819043,3.984830747977746,a2
2012,2,27,Female,No,5,0.3581579161998003,1.4058496266633251,a2
2017,3,24,Female,No,2,0.6542904177784384,4.62262861566828,a1
2014,3,28,Male,No,2,0.28686656459397786,2.3281537857900187,a1
2013,3,36,Female,No,5,0.9798128452241458,0.5871992348124822,a1
2013,3,22,Female,Yes,0,0.921788870236682,1.9425575662157262,a2
2013,3,35,Male,No,5,0.6066717014337857,0.1978840839650775,a1
2018,3,26,Male,No,4,0.2819952522618824,1.19539980707482,a2
2014,2,23,Female,No,1,0.1775767477300888,1.7211984392347417,a2
2013,3,31,Male,No,2,0.039929772055499635,2.0604959438988493,a1
2014,3,27,Male,No,5,0.3275367461490579,0.6962376741574122,a2
2013,3,31,Male,No,3,0.08117457487013502,2.7979487663043905,a1
2016,3,28,Female,No,2,0.02047795388684248,4.083917328438415,a1
2017,2,25,Female,No,3,0.8175509493535364,3.9322417554773126,a2
2017,3,24,Female,No,2,0.012658536563648237,0.1955166271305303,a1
2015,3,26,Female,No,4,0.7706836129848437,3.18218690652968,a1
2015,3,40,Female,Yes,2,0.2212795839347209,0.46590029601730865,a1
2012,3,26,Male,No,4,0.9084191019221751,2.4089876277161952,a1
2015,2,24,Female,No,2,0.38297831658332704,0.5049198188159565,a2
2015,3,30,Female,No,1,0.23393526773049456,2.330379419208821,a2
2017,2,30,Male,No,2,0.43039040349073,2.760638845430405,a2
2014,3,22,Female,No,0,0.6446202932208444,3.8841378337404784,a1
2017,3,27,Male,Yes,5,0.9175691408219547,3.8933186664328066,a2
2017,3,23,Female,No,1,0.9947517191556302,2.683598200271222,a2
2017,3,34,Male,No,2,0.8085586912148645,2.2012577653578984,a2
2013,3,28,Male,No,1,0.5656439769510092,2.245072389966849,a1
2016,3,28,Female,No,2,0.7148575128680811,0.7206607459302616,a1
2013,3,28,Male,No,2,0.038134772287459096,2.7904829948030456,a1
2015,3,29,Male,No,4,0.09904287909001352,1.592224443356659,a2
2015,3,36,Male,No,4,0.7677281635818244,0.2155025046288228,a1
2016,1,26,Female,No,4,0.05555773459632607,1.1988883738924412,a2
2017,2,33,Female,No,2,0.9032441827072025,4.845270423029921,a2
2014,3,25,Male,No,3,0.538143562653445,3.0435298549757257,a2
2018,3,26,Male,No,4,0.12959719838618355,4.8237523441709556,a1
2012,3,39,Male,No,3,0.0427871653148969,2.566866266811383,a2
2015,3,28,Female,No,1,0.3987560218149444,4.789309407691556,a1
2017,1,30,Male,No,4,0.9482540319158959,2.45429501931255,a1
2015,2,26,Female,No,4,0.8643005143038467,4.505760130892841,a2
2012,3,32,Male,No,5,0.5016009667026033,1.3201236974750952,a2
2013,3,26,Female,No,4,0.12253333041300918,2.823335672442835,a2
2014,3,27,Female,No,5,0.013195966715139562,1.2176643575970325,a1
2017,2,25,Female,No,3,0.61465628672133,2.0664606569810458,a1
2017,2,26,Female,No,4,0.23926470716076875,4.2448075841333734,a1
2015,2,33,Male,No,4,0.6331889012792518,2.600364303960119,a2
2015,2,33,Female,No,4,0.9558934597062035,3.834422163360422,a1
2016,3,24,Male,No,2,0.6317015827501141,1.6869688499543383,a1
2017,3,27,Male,No,5,0.08754412582377702,0.5170981670802216,a2
2018,1,24,Male,Yes,2,0.29913261769514765,3.8759353358177533,a1
2012,3,26,Female,No,4,0.9186896849851521,1.985483594737862,a2
2015,2,26,Female,No,4,0.20741444861481528,3.704273581338466,a1
2017,2,29,Male,No,1,0.08695135130455078,4.381558880684749,a1
2012,3,36,Male,No,5,0.9748938694585605,4.910884206602197,a2
2017,2,31,Male,No,4,0.7141543414946057,3.776069857714819,a1
2013,2,25,Male,No,3,0.1303799902265026,0.10429265319255643,a1
2012,3,28,Female,No,1,0.6839666434452175,2.9658125966309274,a2
2017,3,36,Male,No,4,0.3708649423951734,3.344638640497011,a1
2015,3,40,Female,No,2,0.3512667606628168,3.1909416795587826,a2
2018,3,28,Male,No,1,0.31519540832188386,4.495052950595437,a1
2013,3,32,Male,No,5,0.556916898259786,0.9736772348158962,a2
2018,3,26,Male,No,4,0.19315556534100575,1.0290524024237087,a2
2018,3,27,Female,No,5,0.5682080139409871,2.661077488869158,a1
2015,3,24,Female,No,2,0.06954326672470446,1.3247056943952455,a1
2014,3,38,Female,No,0,0.9451142998365286,2.4615509298565668,a1
2015,1,32,Female,No,5,0.9786009262945519,1.5138723867158514,a2
2014,3,29,Male,No,3,0.30410838743514756,0.9202279176143308,a2
2013,3,26,Male,Yes,4,0.6097336031021549,1.2092736865939928,a1
2016,3,24,Male,No,2,0.12225231216381516,1.8224403490551526,a2
2016,3,26,Male,No,4,0.13821601943996265,3.0164231886696884,a1
2015,2,28,Female,No,0,0.2492986299863269,4.274963428492479,a2
2018,3,27,Male,No,5,0.7327919037924433,4.297108929045104,a2
2017,2,40,Female,Yes,2,0.4654010718741517,3.1391611854869512,a1
2013,3,28,Female,Yes,3,0.7002697978469229,0.038479886344556236,a1
2012,3,35,Male,No,5,0.22891413217091405,2.2305299981227327,a2
2017,3,36,Male,No,4,0.6214535428343341,0.8121043709904907,a2
2012,3,29,Male,No,2,0.22116404680839818,2.035326310457953,a1
2012,2,26,Female,No,4,0.38787807251253914,2.7947359744957208,a1
2013,2,26,Female,No,4,0.7204526643013932,4.873591457202742,a1
2012,3,26,Male,No,4,0.9655861573498451,3.069369234454873,a1
2018,3,34,Male,Yes,2,0.10821125163736767,3.5380827842219524,a1
2015,2,27,Female,Yes,5,0.05496468713118641,2.025120386470789,a2
2015,3,23,Female,No,1,0.6176619205133673,1.7326167963953782,a2
2017,2,36,Male,No,3,0.8214353195457528,3.9716486229758545,a2
2017,3,26,Male,No,4,0.43013895586415873,4.296159372903442,a1
2013,1,33,Female,No,0,0.9637649023233322,4.962245073663752,a2
2017,3,25,Male,No,3,0.5095048288141816,2.1921625137715948,a2
2015,3,28,Male,No,3,0.85611408235416,2.2772919160523553,a1
2014,3,29,Female,No,1,0.42163947400432167,3.4414089602034483,a1
2017,2,24,Male,No,2,0.3502374456677826,3.7329082146487207,a1
2017,2,29,Female,No,2,0.2753128741695743,1.1134047188318374,a2
2014,3,34,Female,No,2,0.10949251718154773,4.924474395507187,a1
2015,2,25,Female,No,3,0.3472628838519226,2.577151198982788,a1
2015,2,27,Female,No,5,0.8878706428927666,4.015802577524429,a1
2014,3,26,Male,No,4,0.3409914814191174,2.9275218335287128,a2
2013,3,36,Female,No,0,0.3738263009395961,2.8158020713854097,a1
2017,3,35,Male,No,2,0.07995932639308001,1.1332063309830804,a2
2014,3,29,Male,No,3,0.22447574019859207,2.443675438320944,a1
2018,3,25,Female,No,3,0.3451469802011842,2.767159456353396,a2
2018,3,39,Male,No,2,0.35616061345524697,4.860581084734025,a2
2017,3,34,Male,No,3,0.5390112818535006,1.0955626508571408,a2
2012,3,27,Male,No,5,0.5304179286605063,4.300544301179264,a2
2017,2,26,Female,No,4,0.7401783065589942,3.7892100853903523,a1
2018,3,24,Female,No,2,0.42548138730102036,0.4290186373027549,a1
2013,3,25,Male,No,3,0.4560917173647753,3.3091407720537362,a2
2015,2,30,Male,No,2,0.5311001058376877,0.2941640123022615,a2
2014,3,27,Male,No,5,0.6040534751085783,1.0836270344799337,a1
2017,2,26,Female,No,4,0.017309460148902778,0.45442689072473674,a1
2018,3,24,Male,Yes,2,0.828834811856244,3.4711030952759927,a1
2017,3,28,Male,No,5,0.10744856991601193,4.411317447197959,a1
2013,3,30,Male,No,1,0.287182306629554,1.07405282688487,a1
2014,3,28,Female,No,3,0.31028832128306827,3.274222823679592,a1
2017,2,25,Female,No,3,0.7063518222577063,0.601245847921752,a1
2013,3,29,Female,No,5,0.11102937097252352,0.08703895332993761,a1
2018,3,28,Male,No,5,0.1493842543640821,4.099641405044571,a1
2014,1,27,Male,No,5,0.8314007184656228,1.7471271959595098,a2
2013,3,30,Male,No,2,0.36328722139376246,3.009048969916504,a1
2012,3,26,Male,No,4,0.6999580123992062,2.1580763716129745,a1
2017,1,30,Male,No,2,0.3053140746259275,4.975202661589839,a1
2014,3,41,Male,No,4,0.0006365508002089681,3.1083178449668676,a1
2015,1,25,Male,No,3,0.12667302512793077,4.569404701614388,a1
2015,3,28,Female,No,2,0.17135405753814448,2.5764209349544847,a2
2013,2,28,Male,No,5,0.8730367022546234,1.891149037742429,a1
2018,1,26,Female,No,4,0.9534533505978939,1.9450639580109663,a2
2017,2,24,Female,Yes,2,0.7025674153136612,4.507721627245156,a2
2017,3,24,Female,No,2,0.24474296592354594,1.04010772919494,a1
2017,2,27,Male,No,5,0.7262566137955849,3.502745300718821,a1
2015,2,28,Female,No,0,0.21656376619241458,2.6013626299658887,a2
2017,2,30,Male,No,1,0.6088720611953289,1.024223884669297,a1
2016,3,39,Male,No,4,0.9243774855664942,0.6916068007601217,a2
2015,2,30,Female,Yes,1,0.01661187620721194,0.1433925303346001,a2
2015,3,29,Male,No,1,0.18980086796440165,2.2458858315672323,a1
2015,2,27,Male,No,5,0.23940402978860165,2.3111667589430036,a2
2017,3,26,Male,No,4,0.48216857587573725,3.7988725229431717,a1
2018,2,37,Female,No,0,0.2054861392882572,1.1935237967054813,a1
2014,3,29,Male,No,2,0.6846391502427124,3.278538310126844,a1
2014,3,32,Male,No,2,0.44437051962143026,4.960651366558296,a1
2013,3,24,Male,No,2,0.30843565494520553,1.8242376426084772,a2
2014,3,27,Male,No,5,0.15106143549606743,0.28345026642073834,a2
2013,2,26,Male,No,4,0.5859369847320505,2.4898675709552243,a2
2017,3,33,Male,No,4,0.18350193635909484,1.385087132626865,a1
2017,3,28,Female,No,3,0.8237912125698872,4.703991844488922,a2
2017,2,24,Male,No,2,0.2652931346568811,3.248658573201843,a2
2016,3,39,Female,No,0,0.6441955918046055,2.7637064077362488,a2
2015,3,39,Male,No,3,0.08432475328910816,3.360017642650768,a1
2016,3,28,Male,No,2,0.1904615966059966,4.3355675912517,a1
2017,3,25,Male,No,3,0.7595491916258181,3.551655924384449,a1
2018,3,38,Male,No,0,0.13124967904568985,4.9887491737679905,a1
2017,2,35,Male,No,0,0.26693032499530767,4.0480022174715735,a2
2012,3,35,Female,No,2,0.5463564477770965,0.9627705938165576,a2
2014,3,26,Male,No,4,0.0222898114193274,3.8213803401224733,a1
2017,3,27,Male,No,5,0.9534268395008442,2.0323572940553136,a2
2016,3,26,Male,No,4,0.7373003160634958,1.9377536660256023,a1
2015,3,28,Male,No,0,0.08284767307096497,4.597100453962256,a1
2017,3,35,Male,No,1,0.5642499078302916,1.081364789748121,a2
2018,3,28,Male,No,1,0.3489423766326928,0.4362759670085553,a1
2014,3,24,Male,No,2,0.7685017402124533,2.8218463530054487,a1
2018,3,25,Male,No,3,0.7368762462025474,0.009593205652732029,a2
2017,2,28,Male,No,5,0.3438439587190695,2.556149186490897,a2
2013,3,24,Male,No,2,0.07852904796870852,3.24254186784471,a1
2017,2,38,Female,No,2,0.26374780678642074,0.14186496785824232,a2
2015,3,22,Male,No,0,0.5348411402745052,0.1052424218170428,a1
2013,3,25,Male,Yes,3,0.8376815099551619,4.436666324794485,a2
2014,3,25,Male,No,3,0.8135225973558293,2.4744821492513376,a1
2017,3,24,Male,No,2,0.2514856582887607,3.4454411264143063,a2
2017,3,28,Male,No,3,0.0587181349149809,1.4001505949055844,a2
2012,3,40,Male,No,1,0.5651689930324622,1.2764662004640426,a1
2015,3,40,Male,No,5,0.79201618042364,0.06468773298578312,a1
2017,2,39,Female,No,2,0.6183487241439032,1.792718950637897,a1
2017,2,36,Female,No,3,0.35298367770256434,3.944583467772127,a1
2012,3,40,Male,No,4,0.06230675826399423,4.1683149777764426,a1
2014,3,30,Female,No,3,0.25494941631551193,1.9309600802096039,a2
2016,3,40,Male,No,0,0.27566303606955966,4.010986770731213,a2
2014,2,36,Female,No,3,0.553368346850412,1.3065147766163565,a1
2013,3,35,Male,No,3,0.6270971594087235,4.338727693085743,a2
2017,2,39,Female,No,2,0.6171853522738471,1.290987169275002,a2
2013,3,27,Male,Yes,5,0.6455542467246222,2.4643910089458383,a1
2012,3,34,Female,No,2,0.29533222660654135,0.9624168608963501,a2
2017,2,28,Female,No,2,0.9655461379327261,1.2581292372009552,a1
2012,3,25,Female,No,3,0.9594356642710059,3.6672901228142862,a2
2018,3,24,Male,Yes,2,0.07826271490192693,3.1561033664307536,a1
2017,3,37,Male,No,2,0.9717620997511619,3.030879975772412,a2
2018,3,25,Male,Yes,3,0.2506267898504374,4.68684423662201,a1
2017,2,30,Male,No,0,0.3121701430028022,1.1305155553944228,a1
2012,3,23,Male,Yes,1,0.28510276823928615,4.876691900870684,a1
2013,3,24,Male,No,2,0.5304809191640474,0.47469085341699524,a1
2014,3,29,Female,No,1,0.8055094549655096,0.14177225348165068,a1
2013,3,31,Male,No,2,0.07711070433843226,3.8016567208049947,a1
2015,1,36,Female,No,4,0.5262504211181404,4.86226052851591,a1
2017,2,28,Male,No,1,0.45983128172061816,4.656275725455239,a1
2018,3,28,Female,No,3,0.3285954597189711,4.946033116466085,a2
2018,3,35,Female,No,0,0.06840004969794422,4.549281526413633,a2
2018,3,27,Male,No,5,0.09075394246724955,0.32922814190237293,a1
2015,3,33,Female,No,5,0.7754473812273734,1.794621077050282,a1
2012,3,29,Male,No,4,0.4660539845710858,3.8142286075068417,a1
2017,3,30,Female,No,1,0.9012950523150274,2.75107370480971,a1
2015,3,27,Male,No,5,0.599870826844901,0.4807066057265852,a2
2017,3,38,Male,No,2,0.3243351035068692,3.716804024849443,a2
2017,2,34,Female,No,3,0.09735087205823056,4.256346420250196,a2
2013,3,37,Male,No,2,0.7518512169426986,3.311363988687415,a2
2016,3,25,Male,No,3,0.062219227700609836,4.0341124334022656,a2
2018,3,24,Male,No,2,0.31803749214556587,2.2729396615398056,a2
2015,1,27,Male,No,5,0.7051738890546049,1.878817830650887,a1
2017,2,29,Female,No,2,0.649137001445302,1.919931758638302,a1
2015,3,28,Male,No,1,0.827082183218241,0.7636234615197418,a2
2012,2,26,Female,No,4,0.736904845248967,2.1258955196720204,a2
2013,1,32,Female,No,0,0.9880044304055978,4.764688511909715,a1
2015,3,37,Female,No,0,0.14682615722769787,3.187016309112727,a2
2012,3,28,Male,No,0,0.022453116766006587,4.410988351811261,a1
2017,3,34,Female,No,4,0.7171660347892587,0.21041302984023902,a1
2018,3,26,Male,No,4,0.46383291681880334,0.49727160490456224,a2
2015,2,29,Female,Yes,1,0.3846285391824754,0.3018586801540041,a2
2016,2,28,Female,No,4,0.7237528853218154,0.4022037677520085,a1
2016,2,37,Female,No,3,0.5743867032288977,2.4882069867898826,a2
2014,3,33,Male,No,1,0.319646914578513,3.3991657897222782,a2
2016,3,28,Male,No,3,0.805912876859425,3.0868678081772734,a2
2013,2,27,Female,No,5,0.6032164393614017,0.10142545052134244,a1
2015,2,28,Female,No,2,0.5021589509439564,1.1922508206815214,a1
2015,3,30,Female,No,2,0.03814656865545518,0.6611901108130364,a1
2017,3,28,Male,Yes,1,0.4840446635603044,1.211432988282231,a1
2013,3,41,Male,No,0,0.9534467975026133,2.415641612534613,a1
2017,2,28,Male,No,3,0.9893266763521351,3.767585811276244,a2
2018,3,37,Male,No,4,0.5695037568787927,3.7858869610859363,a2
2017,3,33,Female,No,4,0.3414842325946996,1.7818644890104274,a1
2014,3,28,Female,No,3,0.0417010780357,2.3671535451221697,a2
2013,3,39,Male,No,2,0.9150097410329724,4.400281051428874,a1
2018,3,36,Male,No,2,0.49522710279970406,1.050739411336465,a1
2018,3,29,Male,No,0,0.43616518860185516,2.0971598649389467,a2
2018,3,26,Male,No,4,0.0785071980355142,0.7970899189600589,a2
